sku;family;resources;name;localized_attributedata.da-DK.short-description;localized_attributedata.da-DK.name;attributedata.related-products;attributedata.badges;attributedata.tags;attributedata.erp-ext-salesprice1;attributedata.erp-group;attributedata.mulig-beholdning;attributedata.sortorder
86733;rockford-fosgate;"{
  ""id"": ""4bd3465e-199c-4728-a3aa-20bb8e6e790c"",
  ""type"": ""image"",
  ""primary"": true,
  ""variants"": [
    {
      ""identifier"": ""large"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/4bd3465e-199c-4728-a3aa-20bb8e6e790c/tms69bl9813_1_large.jpg"",
      ""width"": 1600,
      ""height"": 1200,
      ""size"": 0
    },
    {
      ""identifier"": ""small"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/4bd3465e-199c-4728-a3aa-20bb8e6e790c/tms69bl9813_1_small.jpg"",
      ""width"": 400,
      ""height"": 300,
      ""size"": 0
    },
    {
      ""identifier"": ""default"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/4bd3465e-199c-4728-a3aa-20bb8e6e790c/tms69bl9813_1_default.jpg"",
      ""width"": 1024,
      ""height"": 768,
      ""size"": 0
    }
  ]
},{
  ""id"": ""71f41208-9eeb-4b64-ad1e-67e177e6c76b"",
  ""type"": ""image"",
  ""primary"": false,
  ""variants"": [
    {
      ""identifier"": ""large"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/71f41208-9eeb-4b64-ad1e-67e177e6c76b/tms69bl9813_2_large.jpg"",
      ""width"": 1600,
      ""height"": 1200,
      ""size"": 0
    },
    {
      ""identifier"": ""small"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/71f41208-9eeb-4b64-ad1e-67e177e6c76b/tms69bl9813_2_small.jpg"",
      ""width"": 400,
      ""height"": 300,
      ""size"": 0
    },
    {
      ""identifier"": ""default"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/71f41208-9eeb-4b64-ad1e-67e177e6c76b/tms69bl9813_2_default.jpg"",
      ""width"": 1024,
      ""height"": 768,
      ""size"": 0
    }
  ]
},{
  ""id"": ""d32beace-1a3c-4c33-9b54-5dbbc075aaf5"",
  ""type"": ""image"",
  ""primary"": false,
  ""variants"": [
    {
      ""identifier"": ""large"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/d32beace-1a3c-4c33-9b54-5dbbc075aaf5/tms69bl9813_3_large.jpg"",
      ""width"": 1600,
      ""height"": 1200,
      ""size"": 0
    },
    {
      ""identifier"": ""small"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/d32beace-1a3c-4c33-9b54-5dbbc075aaf5/tms69bl9813_3_small.jpg"",
      ""width"": 400,
      ""height"": 300,
      ""size"": 0
    },
    {
      ""identifier"": ""default"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/d32beace-1a3c-4c33-9b54-5dbbc075aaf5/tms69bl9813_3_default.jpg"",
      ""width"": 1024,
      ""height"": 768,
      ""size"": 0
    }
  ]
},{
  ""id"": ""8d237d97-e580-428e-9f6a-eef4e1e91aea"",
  ""type"": ""image"",
  ""primary"": false,
  ""variants"": [
    {
      ""identifier"": ""large"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/8d237d97-e580-428e-9f6a-eef4e1e91aea/tms69bl9813_4_large.jpg"",
      ""width"": 1600,
      ""height"": 1200,
      ""size"": 0
    },
    {
      ""identifier"": ""small"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/8d237d97-e580-428e-9f6a-eef4e1e91aea/tms69bl9813_4_small.jpg"",
      ""width"": 400,
      ""height"": 300,
      ""size"": 0
    },
    {
      ""identifier"": ""default"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/8d237d97-e580-428e-9f6a-eef4e1e91aea/tms69bl9813_4_default.jpg"",
      ""width"": 1024,
      ""height"": 768,
      ""size"": 0
    }
  ]
},{
  ""id"": ""0b1b2a4e-4ea5-4f90-8428-5381adc59561"",
  ""type"": ""image"",
  ""primary"": false,
  ""variants"": [
    {
      ""identifier"": ""large"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/0b1b2a4e-4ea5-4f90-8428-5381adc59561/tms69bl9813_5_large.jpg"",
      ""width"": 1600,
      ""height"": 1200,
      ""size"": 0
    },
    {
      ""identifier"": ""small"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/0b1b2a4e-4ea5-4f90-8428-5381adc59561/tms69bl9813_5_small.jpg"",
      ""width"": 400,
      ""height"": 300,
      ""size"": 0
    },
    {
      ""identifier"": ""default"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/0b1b2a4e-4ea5-4f90-8428-5381adc59561/tms69bl9813_5_default.jpg"",
      ""width"": 1024,
      ""height"": 768,
      ""size"": 0
    }
  ]
},{
  ""id"": ""2c4990d4-08a9-45a7-adb8-a6f84c685b63"",
  ""type"": ""image"",
  ""primary"": false,
  ""variants"": [
    {
      ""identifier"": ""large"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/2c4990d4-08a9-45a7-adb8-a6f84c685b63/tms69bl9813_6_large.jpg"",
      ""width"": 1600,
      ""height"": 1200,
      ""size"": 0
    },
    {
      ""identifier"": ""small"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/2c4990d4-08a9-45a7-adb8-a6f84c685b63/tms69bl9813_6_small.jpg"",
      ""width"": 400,
      ""height"": 300,
      ""size"": 0
    },
    {
      ""identifier"": ""default"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/2c4990d4-08a9-45a7-adb8-a6f84c685b63/tms69bl9813_6_default.jpg"",
      ""width"": 1024,
      ""height"": 768,
      ""size"": 0
    }
  ]
},{
  ""id"": ""b6993924-541c-492c-9e5f-310b54836c08"",
  ""type"": ""image"",
  ""primary"": false,
  ""variants"": [
    {
      ""identifier"": ""large"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/b6993924-541c-492c-9e5f-310b54836c08/tms69bl9813_7_large.jpg"",
      ""width"": 1600,
      ""height"": 1200,
      ""size"": 0
    },
    {
      ""identifier"": ""small"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/b6993924-541c-492c-9e5f-310b54836c08/tms69bl9813_7_small.jpg"",
      ""width"": 400,
      ""height"": 300,
      ""size"": 0
    },
    {
      ""identifier"": ""default"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/b6993924-541c-492c-9e5f-310b54836c08/tms69bl9813_7_default.jpg"",
      ""width"": 1024,
      ""height"": 768,
      ""size"": 0
    }
  ]
},{
  ""id"": ""3aaa2931-91e4-4f20-86e1-85d759dd93fa"",
  ""type"": ""image"",
  ""primary"": false,
  ""variants"": [
    {
      ""identifier"": ""large"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/3aaa2931-91e4-4f20-86e1-85d759dd93fa/tms69bl9813_8_large.jpg"",
      ""width"": 1600,
      ""height"": 1200,
      ""size"": 0
    },
    {
      ""identifier"": ""small"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/3aaa2931-91e4-4f20-86e1-85d759dd93fa/tms69bl9813_8_small.jpg"",
      ""width"": 400,
      ""height"": 300,
      ""size"": 0
    },
    {
      ""identifier"": ""default"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/3aaa2931-91e4-4f20-86e1-85d759dd93fa/tms69bl9813_8_default.jpg"",
      ""width"": 1024,
      ""height"": 768,
      ""size"": 0
    }
  ]
},{
  ""id"": ""fd46a358-7860-4b74-bc2d-6b509ae6e5f5"",
  ""type"": ""image"",
  ""primary"": false,
  ""variants"": [
    {
      ""identifier"": ""large"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/fd46a358-7860-4b74-bc2d-6b509ae6e5f5/tms69bl9813_9_large.jpg"",
      ""width"": 1600,
      ""height"": 1200,
      ""size"": 0
    },
    {
      ""identifier"": ""small"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/fd46a358-7860-4b74-bc2d-6b509ae6e5f5/tms69bl9813_9_small.jpg"",
      ""width"": 400,
      ""height"": 300,
      ""size"": 0
    },
    {
      ""identifier"": ""default"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/fd46a358-7860-4b74-bc2d-6b509ae6e5f5/tms69bl9813_9_default.jpg"",
      ""width"": 1024,
      ""height"": 768,
      ""size"": 0
    }
  ]
}";RF TMS69BL9813;"Rockford Fosgate TMS69BL9813 / Højttalere til Harley-Davidson® Baglid/Saddlebag (1998-2013+) / 15 x 23 cm (6 x 9"") 2-Way Coaxial Højttalere med 25 mm (1"") Film Dome Neodymium Diskant / 100 Watts RMS / 200 Watts Max. / Impedance 4 Ω / Frequency Response 56 Hz - 20 kHz / Crossover High-Pass 6dB/Octave";RF TMS69BL9813;;;;5679;ICE-RF-øvr;;110
86737-2;rockford-fosgate;"{
  ""id"": ""c25f8be8-677a-4818-a15d-371288062993"",
  ""type"": ""image"",
  ""primary"": true,
  ""variants"": [
    {
      ""identifier"": ""large"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/c25f8be8-677a-4818-a15d-371288062993/hd14u-stage2_1_large.jpg"",
      ""width"": 1600,
      ""height"": 1200,
      ""size"": 0
    },
    {
      ""identifier"": ""small"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/c25f8be8-677a-4818-a15d-371288062993/hd14u-stage2_1_small.jpg"",
      ""width"": 400,
      ""height"": 300,
      ""size"": 0
    },
    {
      ""identifier"": ""default"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/c25f8be8-677a-4818-a15d-371288062993/hd14u-stage2_1_default.jpg"",
      ""width"": 1024,
      ""height"": 768,
      ""size"": 0
    }
  ]
}";RF HD14U-STAGE2;"Rockford Fosgate HD14U-STAGE2 / Power lydpakke til udvalgte Harley-Davidson® 2014+ modeller / Samlet udgangseffekt 400 Watt RMS / Ingen boring eller skæring påkrævet / Sættet boltes til fabriksfastgørelsespunkter / Direkte ledningsnet til Harley-Davidson®-modeller / T-sele integration understøtter front/bag fader kontrol / TM400X4ad Class-ad 4-kanals forstærker / TMS65 16,5 cm (6,5"") højtalere / RFK-HD14 forstærker ledningssæt / Se kompatibilitetsliste hos producenten";RF HD14U-STAGE2;;;;14039;ICE-RF-øvr;;130
86738-2;rockford-fosgate;"{
  ""id"": ""ade87c1d-c303-4385-9f33-98d73c29ac68"",
  ""type"": ""image"",
  ""primary"": true,
  ""variants"": [
    {
      ""identifier"": ""large"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/ade87c1d-c303-4385-9f33-98d73c29ac68/hd14cvo-stage2_1_large.jpg"",
      ""width"": 1600,
      ""height"": 1200,
      ""size"": 0
    },
    {
      ""identifier"": ""small"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/ade87c1d-c303-4385-9f33-98d73c29ac68/hd14cvo-stage2_1_small.jpg"",
      ""width"": 400,
      ""height"": 300,
      ""size"": 0
    },
    {
      ""identifier"": ""default"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/ade87c1d-c303-4385-9f33-98d73c29ac68/hd14cvo-stage2_1_default.jpg"",
      ""width"": 1024,
      ""height"": 768,
      ""size"": 0
    }
  ]
}";RF HD14CVO-STAGE2;"Rockford Fosgate HD14CVO-STAGE2 / Power lydpakke til Harley-Davidson® CVO™ Road Glide®/Street Glide® 2014+ / Samlet udgangseffekt 400 Watt RMS / Ingen boring eller skæring påkrævet / Sættet boltes til fabriksfastgørelsespunkter / Direkte ledningsnet til Harley-Davidson®-modeller / T-sele integration understøtter front/bag fader kontrol / TM400X4ad Class-ad 4-kanals forstærker / TMS65 16,5 cm (6,5"") højtalere / TMS57 13 x 18 cm (5 x 7"") Baglid-højttalere / RFK-HD14 forstærker ledningssæt";RF HD14CVO-STAGE2;;;;14039;ICE-RF-øvr;;150
86741-1;rockford-fosgate;"{
  ""id"": ""9c13f996-c2ff-4120-a22a-320d398d868b"",
  ""type"": ""image"",
  ""primary"": true,
  ""variants"": [
    {
      ""identifier"": ""large"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/9c13f996-c2ff-4120-a22a-320d398d868b/hd9813sg-stage1_1_large.png"",
      ""width"": 1600,
      ""height"": 1200,
      ""size"": 0
    },
    {
      ""identifier"": ""small"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/9c13f996-c2ff-4120-a22a-320d398d868b/hd9813sg-stage1_1_small.png"",
      ""width"": 400,
      ""height"": 300,
      ""size"": 0
    },
    {
      ""identifier"": ""default"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/9c13f996-c2ff-4120-a22a-320d398d868b/hd9813sg-stage1_1_default.png"",
      ""width"": 1024,
      ""height"": 768,
      ""size"": 0
    }
  ]
},{
  ""id"": ""4970fa0e-ca6d-42f0-9c70-7c97d9177adf"",
  ""type"": ""image"",
  ""primary"": false,
  ""variants"": [
    {
      ""identifier"": ""large"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/4970fa0e-ca6d-42f0-9c70-7c97d9177adf/hd9813sg-stage1_2_large.jpg"",
      ""width"": 1600,
      ""height"": 1200,
      ""size"": 0
    },
    {
      ""identifier"": ""small"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/4970fa0e-ca6d-42f0-9c70-7c97d9177adf/hd9813sg-stage1_2_small.jpg"",
      ""width"": 400,
      ""height"": 300,
      ""size"": 0
    },
    {
      ""identifier"": ""default"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/4970fa0e-ca6d-42f0-9c70-7c97d9177adf/hd9813sg-stage1_2_default.jpg"",
      ""width"": 1024,
      ""height"": 768,
      ""size"": 0
    }
  ]
}";RF HD9813SG-STAGE1;"Rockford Fosgate HD9813SG-STAGE1 / Power lydpakke m/headunit til Harley-Davidson® Electra Glide® & Street Glide 1998-2013 / Ingen boring eller skæring påkrævet / Sættet boltes til fabriksfastgørelsespunkter / Direkte tilslutningsledninger til Harley-Davidson® / Udskiftning af PMX-HD9813 Digital Media Receiver til Harley-Davidson® 1998-2013 modeller / Radiointegration understøtter front/bag faderkontrol / TMS6SG 16,5 cm (6,5"") Fairing-højttalere";RF HD9813SG-STAGE1;;;;10829;ICE-RF-øvr;;220
86741-3;rockford-fosgate;"{
  ""id"": ""04e49a72-f05d-46f1-b414-fca724e1c71d"",
  ""type"": ""image"",
  ""primary"": true,
  ""variants"": [
    {
      ""identifier"": ""large"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/04e49a72-f05d-46f1-b414-fca724e1c71d/hd9813sg-stage3_1_large.png"",
      ""width"": 1600,
      ""height"": 1200,
      ""size"": 0
    },
    {
      ""identifier"": ""small"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/04e49a72-f05d-46f1-b414-fca724e1c71d/hd9813sg-stage3_1_small.png"",
      ""width"": 400,
      ""height"": 300,
      ""size"": 0
    },
    {
      ""identifier"": ""default"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/04e49a72-f05d-46f1-b414-fca724e1c71d/hd9813sg-stage3_1_default.png"",
      ""width"": 1024,
      ""height"": 768,
      ""size"": 0
    }
  ]
},{
  ""id"": ""cf95ec93-e6e9-4882-b185-710871748595"",
  ""type"": ""image"",
  ""primary"": false,
  ""variants"": [
    {
      ""identifier"": ""large"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/cf95ec93-e6e9-4882-b185-710871748595/hd9813sg-stage3_2_large.jpg"",
      ""width"": 1600,
      ""height"": 1200,
      ""size"": 0
    },
    {
      ""identifier"": ""small"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/cf95ec93-e6e9-4882-b185-710871748595/hd9813sg-stage3_2_small.jpg"",
      ""width"": 400,
      ""height"": 300,
      ""size"": 0
    },
    {
      ""identifier"": ""default"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/cf95ec93-e6e9-4882-b185-710871748595/hd9813sg-stage3_2_default.jpg"",
      ""width"": 1024,
      ""height"": 768,
      ""size"": 0
    }
  ]
}";RF HD9813SG-STAGE3;"Rockford Fosgate HD9813SG-STAGE3 / Power lydpakke m/headunit til Harley-Davidson® Electra Glide® & Street Glide 1998-2013 / Samlet udgangseffekt 400 Watt RMS / Ingen boring eller skæring påkrævet / Sættet boltes til fabriksfastgørelsespunkter / Direkte tilslutningsledninger til Harley-Davidson® / Udskiftning af PMX-HD9813 Digital Media Receiver til Harley-Davidson® 1998-2013 modeller / Radiointegration understøtter front/bag faderkontrol / TM400X4ad 400 Watt Class-ad 4-kanals forstærker / TMS6SG 16,5 cm (6,5"") Fairing-højttalere / TMS69BL14 15 x 23 cm (6 x 9"") Baglid-højttalere – ikke til glasfibermodeller / RFK-HD9813 forstærker ledningssæt";RF HD9813SG-STAGE3;;;;23579;ICE-RF-øvr;;240
86743-1;rockford-fosgate;"{
  ""id"": ""fc3cc69f-fe9b-4db5-be8a-38c125da4e09"",
  ""type"": ""image"",
  ""primary"": true,
  ""variants"": [
    {
      ""identifier"": ""large"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/fc3cc69f-fe9b-4db5-be8a-38c125da4e09/hd9813sgu-stage1_1_large.png"",
      ""width"": 1600,
      ""height"": 1200,
      ""size"": 0
    },
    {
      ""identifier"": ""small"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/fc3cc69f-fe9b-4db5-be8a-38c125da4e09/hd9813sgu-stage1_1_small.png"",
      ""width"": 400,
      ""height"": 300,
      ""size"": 0
    },
    {
      ""identifier"": ""default"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/fc3cc69f-fe9b-4db5-be8a-38c125da4e09/hd9813sgu-stage1_1_default.png"",
      ""width"": 1024,
      ""height"": 768,
      ""size"": 0
    }
  ]
},{
  ""id"": ""5be333af-6c57-4901-ab54-bcf3a2ed2322"",
  ""type"": ""image"",
  ""primary"": false,
  ""variants"": [
    {
      ""identifier"": ""large"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/5be333af-6c57-4901-ab54-bcf3a2ed2322/hd9813sgu-stage1_2_large.jpg"",
      ""width"": 1600,
      ""height"": 1200,
      ""size"": 0
    },
    {
      ""identifier"": ""small"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/5be333af-6c57-4901-ab54-bcf3a2ed2322/hd9813sgu-stage1_2_small.jpg"",
      ""width"": 400,
      ""height"": 300,
      ""size"": 0
    },
    {
      ""identifier"": ""default"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/5be333af-6c57-4901-ab54-bcf3a2ed2322/hd9813sgu-stage1_2_default.jpg"",
      ""width"": 1024,
      ""height"": 768,
      ""size"": 0
    }
  ]
}";RF HD9813SGU-STAGE1;"Rockford Fosgate HD9813SGU-STAGE1 / Power lydpakke m/headunit til Harley-Davidson® Electra Glide® Ultra 1998-2013 / Ingen boring eller skæring påkrævet / Sættet boltes til fabriksfastgørelsespunkter / Direkte tilslutningsledninger til Harley-Davidson® / Udskiftning af PMX-HD9813 Digital Media Receiver til Harley-Davidson® 1998-2013 modeller / Radiointegration understøtter front/bag faderkontrol / TMS6SG 16,5 cm (6,5"") Fairing-højttalere / TMS5 13 cm (5,25"") Tour-Pak®-højttalere";RF HD9813SGU-STAGE1;;;;14039;ICE-RF-øvr;;280
86743-2;rockford-fosgate;"{
  ""id"": ""2eec91ba-5d1b-47c8-85b9-83ac32ef6b26"",
  ""type"": ""image"",
  ""primary"": true,
  ""variants"": [
    {
      ""identifier"": ""large"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/2eec91ba-5d1b-47c8-85b9-83ac32ef6b26/hd9813sgu-stage2_1_large.png"",
      ""width"": 1600,
      ""height"": 1200,
      ""size"": 0
    },
    {
      ""identifier"": ""small"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/2eec91ba-5d1b-47c8-85b9-83ac32ef6b26/hd9813sgu-stage2_1_small.png"",
      ""width"": 400,
      ""height"": 300,
      ""size"": 0
    },
    {
      ""identifier"": ""default"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/2eec91ba-5d1b-47c8-85b9-83ac32ef6b26/hd9813sgu-stage2_1_default.png"",
      ""width"": 1024,
      ""height"": 768,
      ""size"": 0
    }
  ]
},{
  ""id"": ""520b45ce-6eb8-43f9-9ba8-80dd88a95baa"",
  ""type"": ""image"",
  ""primary"": false,
  ""variants"": [
    {
      ""identifier"": ""large"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/520b45ce-6eb8-43f9-9ba8-80dd88a95baa/hd9813sgu-stage2_2_large.jpg"",
      ""width"": 1600,
      ""height"": 1200,
      ""size"": 0
    },
    {
      ""identifier"": ""small"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/520b45ce-6eb8-43f9-9ba8-80dd88a95baa/hd9813sgu-stage2_2_small.jpg"",
      ""width"": 400,
      ""height"": 300,
      ""size"": 0
    },
    {
      ""identifier"": ""default"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/520b45ce-6eb8-43f9-9ba8-80dd88a95baa/hd9813sgu-stage2_2_default.jpg"",
      ""width"": 1024,
      ""height"": 768,
      ""size"": 0
    }
  ]
}";RF HD9813SGU-STAGE2;"Rockford Fosgate HD9813SGU-STAGE2 / Power lydpakke m/headunit til Harley-Davidson® Electra Glide® Ultra 1998-2013 / Samlet udgangseffekt 400 Watt RMS / Ingen boring eller skæring påkrævet / Sættet boltes til fabriksfastgørelsespunkter / Direkte tilslutningsledninger til Harley-Davidson® / PMX-HD9813 Digital Media Receiver erstatning for Harley-Davidson® 1998-2013 modeller / Radiointegration understøtter front/bag faderkontrol / TM400X4ad 400 Watt Class-ad 4-kanals forstærker / TMS6SG 16,5 cm (6,5"") Fairing-højttalere / TMS5 13 cm (5,25"") Tour-Pak®-højttalere / RFK-HD9813 forstærker ledningssæt";RF HD9813SGU-STAGE2;;;;21329;ICE-RF-øvr;;290
86874;rockford-fosgate;"{
  ""id"": ""daa085cb-6277-4ae1-a5bb-635478f60e4d"",
  ""type"": ""image"",
  ""primary"": true,
  ""variants"": [
    {
      ""identifier"": ""large"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/daa085cb-6277-4ae1-a5bb-635478f60e4d/86874_large.jpg"",
      ""width"": 1600,
      ""height"": 1200,
      ""size"": 0
    },
    {
      ""identifier"": ""small"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/daa085cb-6277-4ae1-a5bb-635478f60e4d/86874_small.jpg"",
      ""width"": 400,
      ""height"": 300,
      ""size"": 0
    },
    {
      ""identifier"": ""default"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/daa085cb-6277-4ae1-a5bb-635478f60e4d/86874_default.jpg"",
      ""width"": 1024,
      ""height"": 768,
      ""size"": 0
    }
  ]
}";"RF P2P3G-12 alu-gitter i RF design 12""";"Rockford Fosgate P2P3G-12 / 12""Gitter til P2D4-12 og P2D2-12 Subwoofers";RF P2P3G-12;;;;329;ICE-RF-div;;100
86886;rockford-fosgate;"{
  ""id"": ""af72851a-1342-44e7-bde0-d1364ee2e2c5"",
  ""type"": ""image"",
  ""primary"": true,
  ""variants"": [
    {
      ""identifier"": ""large"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/af72851a-1342-44e7-bde0-d1364ee2e2c5/86870_large.png"",
      ""width"": 1600,
      ""height"": 1200,
      ""size"": 0
    },
    {
      ""identifier"": ""small"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/af72851a-1342-44e7-bde0-d1364ee2e2c5/86870_small.png"",
      ""width"": 400,
      ""height"": 300,
      ""size"": 0
    },
    {
      ""identifier"": ""default"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/af72851a-1342-44e7-bde0-d1364ee2e2c5/86870_default.png"",
      ""width"": 1024,
      ""height"": 768,
      ""size"": 0
    }
  ]
}";RF P1G-8;RF P1G-8;RF P1G-8;;;;329;ICE-RF-div;;120
86888;rockford-fosgate;"{
  ""id"": ""af72851a-1342-44e7-bde0-d1364ee2e2c5"",
  ""type"": ""image"",
  ""primary"": true,
  ""variants"": [
    {
      ""identifier"": ""large"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/af72851a-1342-44e7-bde0-d1364ee2e2c5/86870_large.png"",
      ""width"": 1600,
      ""height"": 1200,
      ""size"": 0
    },
    {
      ""identifier"": ""small"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/af72851a-1342-44e7-bde0-d1364ee2e2c5/86870_small.png"",
      ""width"": 400,
      ""height"": 300,
      ""size"": 0
    },
    {
      ""identifier"": ""default"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/af72851a-1342-44e7-bde0-d1364ee2e2c5/86870_default.png"",
      ""width"": 1024,
      ""height"": 768,
      ""size"": 0
    }
  ]
}";RF P1G-12;RF P1G-12;RF P1G-12;;;;329;ICE-RF-div;;124
87076;rockford-fosgate;"{
  ""id"": ""e9d95e3e-bc26-4218-afbf-caabe1847f50"",
  ""type"": ""image"",
  ""primary"": true,
  ""variants"": [
    {
      ""identifier"": ""large"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/e9d95e3e-bc26-4218-afbf-caabe1847f50/87076_large.jpg"",
      ""width"": 1600,
      ""height"": 1200,
      ""size"": 0
    },
    {
      ""identifier"": ""small"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/e9d95e3e-bc26-4218-afbf-caabe1847f50/87076_small.jpg"",
      ""width"": 400,
      ""height"": 300,
      ""size"": 0
    },
    {
      ""identifier"": ""default"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/e9d95e3e-bc26-4218-afbf-caabe1847f50/87076_default.jpg"",
      ""width"": 1024,
      ""height"": 768,
      ""size"": 0
    }
  ]
}";"RF R2D2-10 Prime R2 10"" subwoofer 2 ohm";"25 cm (10"") Subwoofer";"RF R2D2-10 ";;;;749;ICE-RF-hjt;;
87077;rockford-fosgate;"{
  ""id"": ""274db0c7-dd2c-4314-8f06-bd8dd94868c3"",
  ""type"": ""image"",
  ""primary"": true,
  ""variants"": [
    {
      ""identifier"": ""large"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/274db0c7-dd2c-4314-8f06-bd8dd94868c3/87077_large.jpg"",
      ""width"": 1600,
      ""height"": 1200,
      ""size"": 0
    },
    {
      ""identifier"": ""small"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/274db0c7-dd2c-4314-8f06-bd8dd94868c3/87077_small.jpg"",
      ""width"": 400,
      ""height"": 300,
      ""size"": 0
    },
    {
      ""identifier"": ""default"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/274db0c7-dd2c-4314-8f06-bd8dd94868c3/87077_default.jpg"",
      ""width"": 1024,
      ""height"": 768,
      ""size"": 0
    }
  ]
}";"RF R2D4-10 Prime R2 10"" subwoofer 4 ohm";"25 cm (10"") Subwoofer";RF R2D4-10;;;;749;ICE-RF-hjt;;
