sku;family;resources;name;localized_attributedata.da-DK.short-description;localized_attributedata.da-DK.name;attributedata.related-products;attributedata.badges;attributedata.tags;attributedata.erp-ext-salesprice1;attributedata.erp-group;attributedata.mulig-beholdning;attributedata.sortorder
87122;rockford-fosgate;"{
  ""id"": ""927281b3-c421-4b14-a86e-b4d6399c050a"",
  ""type"": ""image"",
  ""primary"": true,
  ""variants"": [
    {
      ""identifier"": ""large"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/927281b3-c421-4b14-a86e-b4d6399c050a/87122_large.jpg"",
      ""width"": 1600,
      ""height"": 1200,
      ""size"": 0
    },
    {
      ""identifier"": ""small"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/927281b3-c421-4b14-a86e-b4d6399c050a/87122_small.jpg"",
      ""width"": 400,
      ""height"": 300,
      ""size"": 0
    },
    {
      ""identifier"": ""default"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/927281b3-c421-4b14-a86e-b4d6399c050a/87122_default.jpg"",
      ""width"": 1024,
      ""height"": 768,
      ""size"": 0
    }
  ]
}";RF R2-1200x1 Prime 1CH amp;Rockford Fosgate R2-1200X1 / Class D Mono Forstærker / 1 x 400/800/1200 Watts/RMS @ 4/2/1 Ω / Lowpass 50-250 Hz, Infrasonic 15-40 Hz / Dimensions: 285 x 173 x 49 mm;RF R2-1200x1 Prime 1CH amp;;;;3539;ICE-RF-amp;;
16300;rockford-fosgate;"{
  ""id"": ""a14d8360-e806-4a2c-a9d3-52d778a7f387"",
  ""type"": ""image"",
  ""primary"": true,
  ""variants"": [
    {
      ""identifier"": ""large"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/a14d8360-e806-4a2c-a9d3-52d778a7f387/16300_large.jpg"",
      ""width"": 1600,
      ""height"": 1200,
      ""size"": 0
    },
    {
      ""identifier"": ""small"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/a14d8360-e806-4a2c-a9d3-52d778a7f387/16300_small.jpg"",
      ""width"": 400,
      ""height"": 300,
      ""size"": 0
    },
    {
      ""identifier"": ""default"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/a14d8360-e806-4a2c-a9d3-52d778a7f387/16300_default.jpg"",
      ""width"": 1024,
      ""height"": 768,
      ""size"": 0
    }
  ]
}";AMPIRE digital 24V forstærker 1x500W;24V mono-forstærker;AMPIRE MBM1.24V-2G;;;;1599;ICE-Ampire;;
16305;rockford-fosgate;"{
  ""id"": ""2cf18827-bd6e-4d1a-922f-86abe40e48f2"",
  ""type"": ""image"",
  ""primary"": true,
  ""variants"": [
    {
      ""identifier"": ""large"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/2cf18827-bd6e-4d1a-922f-86abe40e48f2/16305_large.jpg"",
      ""width"": 1600,
      ""height"": 1200,
      ""size"": 0
    },
    {
      ""identifier"": ""small"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/2cf18827-bd6e-4d1a-922f-86abe40e48f2/16305_small.jpg"",
      ""width"": 400,
      ""height"": 300,
      ""size"": 0
    },
    {
      ""identifier"": ""default"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/2cf18827-bd6e-4d1a-922f-86abe40e48f2/16305_default.jpg"",
      ""width"": 1024,
      ""height"": 768,
      ""size"": 0
    }
  ]
}";AMPIRE digital 24V 4-kanals forstærker;24V 4-kanals forstærker;AMPIRE MBM4.24V-2G;;;;1599;ICE-Ampire;;
80894;rockford-fosgate;"{
  ""id"": ""ea14395a-0f23-4357-b100-f08499119d97"",
  ""type"": ""image"",
  ""primary"": true,
  ""variants"": [
    {
      ""identifier"": ""large"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/ea14395a-0f23-4357-b100-f08499119d97/80894_large.jpg"",
      ""width"": 1600,
      ""height"": 1200,
      ""size"": 0
    },
    {
      ""identifier"": ""small"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/ea14395a-0f23-4357-b100-f08499119d97/80894_small.jpg"",
      ""width"": 400,
      ""height"": 300,
      ""size"": 0
    },
    {
      ""identifier"": ""default"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/ea14395a-0f23-4357-b100-f08499119d97/80894_default.jpg"",
      ""width"": 1024,
      ""height"": 768,
      ""size"": 0
    }
  ]
}";RF RFIY-1M splitkabel (1-M til 2-F);Rockford Fosgate RFIY-1M / Twisted RCA Y-Adapter 1M/2F;RF RFIY-1M;;;;109;ICE-RF-mon;;16
80910;rockford-fosgate;"{
  ""id"": ""cfa384d4-e7e4-4de4-8ece-4a884e1d8a85"",
  ""type"": ""image"",
  ""primary"": true,
  ""variants"": [
    {
      ""identifier"": ""large"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/cfa384d4-e7e4-4de4-8ece-4a884e1d8a85/80910_large.jpg"",
      ""width"": 1600,
      ""height"": 1200,
      ""size"": 0
    },
    {
      ""identifier"": ""small"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/cfa384d4-e7e4-4de4-8ece-4a884e1d8a85/80910_small.jpg"",
      ""width"": 400,
      ""height"": 300,
      ""size"": 0
    },
    {
      ""identifier"": ""default"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/cfa384d4-e7e4-4de4-8ece-4a884e1d8a85/80910_default.jpg"",
      ""width"": 1024,
      ""height"": 768,
      ""size"": 0
    }
  ]
}";RF RFD4 fordelerblok 1 ind/3 ud;Rockford Fosgate RFD4 / Platinum plated fordelerblok / 1 x 53,5 mm² Input + 3 x 21,1 mm² Output;"RF RFD4 ";;;;219;ICE-RF-mon;;72
80919;rockford-fosgate;"{
  ""id"": ""07878ed2-1d38-45a3-97fb-c70ff9a410bd"",
  ""type"": ""image"",
  ""primary"": true,
  ""variants"": [
    {
      ""identifier"": ""large"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/07878ed2-1d38-45a3-97fb-c70ff9a410bd/80919_large.png"",
      ""width"": 1600,
      ""height"": 1200,
      ""size"": 0
    },
    {
      ""identifier"": ""small"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/07878ed2-1d38-45a3-97fb-c70ff9a410bd/80919_small.png"",
      ""width"": 400,
      ""height"": 300,
      ""size"": 0
    },
    {
      ""identifier"": ""default"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/07878ed2-1d38-45a3-97fb-c70ff9a410bd/80919_default.png"",
      ""width"": 1024,
      ""height"": 768,
      ""size"": 0
    }
  ]
}";RF RF-HLC High level converter;Rockford Fosgate RF-HLC / 2-Channel High-to-Low Converter / Til at forbinde højttalerkabler til RCA inputs hos Rockford Fosgate Forstærkere / Dimensions: 25,4 x 39,9 x 88,9 mm;RF RF-HLC;;;;219;ICE-RF-mon;;
81000;rockford-fosgate;"{
  ""id"": ""32fa94b2-2312-4bb0-8590-b339ecc04396"",
  ""type"": ""image"",
  ""primary"": true,
  ""variants"": [
    {
      ""identifier"": ""large"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/32fa94b2-2312-4bb0-8590-b339ecc04396/81000_large.jpg"",
      ""width"": 1600,
      ""height"": 1200,
      ""size"": 0
    },
    {
      ""identifier"": ""small"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/32fa94b2-2312-4bb0-8590-b339ecc04396/81000_small.jpg"",
      ""width"": 400,
      ""height"": 300,
      ""size"": 0
    },
    {
      ""identifier"": ""default"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/32fa94b2-2312-4bb0-8590-b339ecc04396/81000_default.jpg"",
      ""width"": 1024,
      ""height"": 768,
      ""size"": 0
    }
  ]
}";RF RFK4 kabelkit;RFK4 / 4 AWG Power Installation Kit / 100% Pure Crystal-Oxygen Free Copper / 1 x 21,1 mm² Power Wire (red), 5,2 m / 1 x 21,1 mm² Ground Wire (transparent silver), 0,9 m / 1 x 60A ANL sikring inkl. sikringsholder / 1 x Remote Wire (blue), 6,1 m;RF RFK4;;;;859;ICE-RF-mon;;48
81005;rockford-fosgate;"{
  ""id"": ""1dfb0929-88c5-4d1f-8378-0023d33bc35b"",
  ""type"": ""image"",
  ""primary"": true,
  ""variants"": [
    {
      ""identifier"": ""large"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/1dfb0929-88c5-4d1f-8378-0023d33bc35b/81005_01_large.jpg"",
      ""width"": 1600,
      ""height"": 1200,
      ""size"": 0
    },
    {
      ""identifier"": ""small"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/1dfb0929-88c5-4d1f-8378-0023d33bc35b/81005_01_small.jpg"",
      ""width"": 400,
      ""height"": 300,
      ""size"": 0
    },
    {
      ""identifier"": ""default"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/1dfb0929-88c5-4d1f-8378-0023d33bc35b/81005_01_default.jpg"",
      ""width"": 1024,
      ""height"": 768,
      ""size"": 0
    }
  ]
}";RF RFK10;Rockford Fosgate RFK10 / 10 mm2 Forstærker Eco Installation Kit / 1 x 10 mm² Power Wire (red), 5 m / 1 x 10 mm² Ground Wire (silvergrey), 0.8 m / 1 x 5 m double shielded RCA Cable (black) / 1 x 0,5 mm² Remote Wire 5 m / 1 x AFS Acrylic sikringsholder with 40A Mini ANL sikring / Installationstilbehør;RF RFK10;;;;329;ICE-RF-mon;;51
81200;rockford-fosgate;"{
  ""id"": ""1698a2e3-7385-44c7-a1dc-2b1975b94899"",
  ""type"": ""image"",
  ""primary"": true,
  ""variants"": [
    {
      ""identifier"": ""large"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/1698a2e3-7385-44c7-a1dc-2b1975b94899/81200_large.jpg"",
      ""width"": 1600,
      ""height"": 1200,
      ""size"": 0
    },
    {
      ""identifier"": ""small"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/1698a2e3-7385-44c7-a1dc-2b1975b94899/81200_small.jpg"",
      ""width"": 400,
      ""height"": 300,
      ""size"": 0
    },
    {
      ""identifier"": ""default"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/1698a2e3-7385-44c7-a1dc-2b1975b94899/81200_default.jpg"",
      ""width"": 1024,
      ""height"": 768,
      ""size"": 0
    }
  ]
}";RF RFC10HB digital kondensator 10 farad;Rockford Fosgate RFC10HB / 10 Farad energilagringsarmering / 10 Farad Hybrid Digital kondensator / Lav ESR (Equivilent Series Resistance) / Kulstofkondensator/elektrolytisk kondensator / (3) 1/0 AWG/4 AWG effektindgange / (3) 1/0 AWG/4 AWG jordindgange / Platinbelagte terminaler / Spændings/ampere meter / Mål: 57 x 165 x 260 mm;RF RFC10HB;;;;3859;ICE-RF-mon;;
84501;rockford-fosgate;"{
  ""id"": ""f0384386-ab4d-461a-af37-511425253db2"",
  ""type"": ""image"",
  ""primary"": true,
  ""variants"": [
    {
      ""identifier"": ""large"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/f0384386-ab4d-461a-af37-511425253db2/84501_large.jpg"",
      ""width"": 1600,
      ""height"": 1200,
      ""size"": 0
    },
    {
      ""identifier"": ""small"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/f0384386-ab4d-461a-af37-511425253db2/84501_small.jpg"",
      ""width"": 400,
      ""height"": 300,
      ""size"": 0
    },
    {
      ""identifier"": ""default"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/f0384386-ab4d-461a-af37-511425253db2/84501_default.jpg"",
      ""width"": 1024,
      ""height"": 768,
      ""size"": 0
    }
  ]
}";RF R70-M;"Rockford Fosgate R70-M / LCD Monitor / 17,8 cm (7"") LCD/TFT-skærm / 1400 x 234 px / PAL/NTSC, OSD / Flad monteringsprofil / Optimeret til nakkestøtte-installationer / Separat distributionsboks inkl. kabelsæt / Fjernbetjening / Monteringsbeslag";"RF R70-M ";;;;1289;ICE-RF-hea;;
85152;rockford-fosgate;"{
  ""id"": ""de8cf228-7a16-4e48-8a7d-4190521d17ec"",
  ""type"": ""image"",
  ""primary"": true,
  ""variants"": [
    {
      ""identifier"": ""large"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/de8cf228-7a16-4e48-8a7d-4190521d17ec/85152_large.png"",
      ""width"": 1600,
      ""height"": 1200,
      ""size"": 0
    },
    {
      ""identifier"": ""small"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/de8cf228-7a16-4e48-8a7d-4190521d17ec/85152_small.png"",
      ""width"": 400,
      ""height"": 300,
      ""size"": 0
    },
    {
      ""identifier"": ""default"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/de8cf228-7a16-4e48-8a7d-4190521d17ec/85152_default.png"",
      ""width"": 1024,
      ""height"": 768,
      ""size"": 0
    }
  ]
}";RF P300X2;Rockford Fosgate P300X2 / Class-ab 2-Channel Forstærker / 2 x 100/150 Watts/RMS @ 4/2 Ω / 1 x 300 Watts/RMS @ 4 Ω bridged / Dimensions: 197 x 61 x 250 mm;RF P300X2;;;;2679;ICE-RF-amp;;
85153;rockford-fosgate;"{
  ""id"": ""9adf7c4b-1c75-47f4-90ce-0a61f51eb639"",
  ""type"": ""image"",
  ""primary"": true,
  ""variants"": [
    {
      ""identifier"": ""large"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/9adf7c4b-1c75-47f4-90ce-0a61f51eb639/85153_0_large.png"",
      ""width"": 1600,
      ""height"": 1200,
      ""size"": 0
    },
    {
      ""identifier"": ""small"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/9adf7c4b-1c75-47f4-90ce-0a61f51eb639/85153_0_small.png"",
      ""width"": 400,
      ""height"": 300,
      ""size"": 0
    },
    {
      ""identifier"": ""default"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/9adf7c4b-1c75-47f4-90ce-0a61f51eb639/85153_0_default.png"",
      ""width"": 1024,
      ""height"": 768,
      ""size"": 0
    }
  ]
}";RF P300-10;Rockford Fosgate P300-10 / 25 cm Sealed Powered Truck Enclosure / Output Power 300 Watts RMS / Dimensions: 33,8 x 55,2 x 20/12,2 cm;RF P300-10;;;;3139;ICE-RF-hjt;-1;
85154;rockford-fosgate;"{
  ""id"": ""39f437eb-3b9c-4808-8dfd-ec77d7cc19c4"",
  ""type"": ""image"",
  ""primary"": true,
  ""variants"": [
    {
      ""identifier"": ""large"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/39f437eb-3b9c-4808-8dfd-ec77d7cc19c4/85154_2_large.png"",
      ""width"": 1600,
      ""height"": 1200,
      ""size"": 0
    },
    {
      ""identifier"": ""small"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/39f437eb-3b9c-4808-8dfd-ec77d7cc19c4/85154_2_small.png"",
      ""width"": 400,
      ""height"": 300,
      ""size"": 0
    },
    {
      ""identifier"": ""default"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/39f437eb-3b9c-4808-8dfd-ec77d7cc19c4/85154_2_default.png"",
      ""width"": 1024,
      ""height"": 768,
      ""size"": 0
    }
  ]
},{
  ""id"": ""42a77108-fd13-41ee-bfa2-460bb7ca8521"",
  ""type"": ""image"",
  ""primary"": false,
  ""variants"": [
    {
      ""identifier"": ""large"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/42a77108-fd13-41ee-bfa2-460bb7ca8521/85154_3_large.png"",
      ""width"": 1600,
      ""height"": 1200,
      ""size"": 0
    },
    {
      ""identifier"": ""small"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/42a77108-fd13-41ee-bfa2-460bb7ca8521/85154_3_small.png"",
      ""width"": 400,
      ""height"": 300,
      ""size"": 0
    },
    {
      ""identifier"": ""default"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/42a77108-fd13-41ee-bfa2-460bb7ca8521/85154_3_default.png"",
      ""width"": 1024,
      ""height"": 768,
      ""size"": 0
    }
  ]
}";RF P300-12;Rockford Fosgate P300-12 / 30 cm Sealed Powered Enclosure / Output Power 300 Watts RMS / Dimensions: 38,1 x 50,3 x 28/17,8 cm;RF P300-12;;;;3429;ICE-RF-hjt;;
85175;rockford-fosgate;"{
  ""id"": ""2e517216-cfb0-448f-a375-18f6b3355db7"",
  ""type"": ""image"",
  ""primary"": true,
  ""variants"": [
    {
      ""identifier"": ""large"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/2e517216-cfb0-448f-a375-18f6b3355db7/85175_large.png"",
      ""width"": 1600,
      ""height"": 1200,
      ""size"": 0
    },
    {
      ""identifier"": ""small"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/2e517216-cfb0-448f-a375-18f6b3355db7/85175_small.png"",
      ""width"": 400,
      ""height"": 300,
      ""size"": 0
    },
    {
      ""identifier"": ""default"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/2e517216-cfb0-448f-a375-18f6b3355db7/85175_default.png"",
      ""width"": 1024,
      ""height"": 768,
      ""size"": 0
    }
  ]
}";RF T1000-4AD Power 4-kanals forstærker;Rockford Fosgate T1000-4AD / Class-ad 4-Channel Forstærker / 4 x 250 Watts/RMS @ 4/2/1 Ω / 2 x 500 Watts/RMS @ 4/2 Ω bridged / Dimensions: 207 x 54 x 379 mm;"RF T1000-4AD ";;;;8679;ICE-RF-amp;;
85181;rockford-fosgate;"{
  ""id"": ""d0bf1e92-53d0-4e4a-93ad-8a61d40db035"",
  ""type"": ""image"",
  ""primary"": true,
  ""variants"": [
    {
      ""identifier"": ""large"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/d0bf1e92-53d0-4e4a-93ad-8a61d40db035/85181_large.png"",
      ""width"": 1600,
      ""height"": 1200,
      ""size"": 0
    },
    {
      ""identifier"": ""small"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/d0bf1e92-53d0-4e4a-93ad-8a61d40db035/85181_small.png"",
      ""width"": 400,
      ""height"": 300,
      ""size"": 0
    },
    {
      ""identifier"": ""default"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/d0bf1e92-53d0-4e4a-93ad-8a61d40db035/85181_default.png"",
      ""width"": 1024,
      ""height"": 768,
      ""size"": 0
    }
  ]
}";RF T750X1BD Mono-Block digital;Rockford Fosgate T750X1BD / Class-bd Mono Forstærker / 1 x 500 Watts/RMS @ 4 Ω / 1 x 750 Watts/RMS @ 2 Ω / 1 x 750 Watts/RMS @ 1 Ω / Dimensions: 108 x 41 x 211 mm;RF T750X1BD Mono-Block digital;;;;4179;ICE-RF-amp;;
85192;rockford-fosgate;"{
  ""id"": ""9bb17231-98db-4e3b-a48b-21e3363471fd"",
  ""type"": ""image"",
  ""primary"": true,
  ""variants"": [
    {
      ""identifier"": ""large"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/9bb17231-98db-4e3b-a48b-21e3363471fd/85192_2_large.png"",
      ""width"": 1600,
      ""height"": 1200,
      ""size"": 0
    },
    {
      ""identifier"": ""small"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/9bb17231-98db-4e3b-a48b-21e3363471fd/85192_2_small.png"",
      ""width"": 400,
      ""height"": 300,
      ""size"": 0
    },
    {
      ""identifier"": ""default"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/9bb17231-98db-4e3b-a48b-21e3363471fd/85192_2_default.png"",
      ""width"": 1024,
      ""height"": 768,
      ""size"": 0
    }
  ]
},{
  ""id"": ""0508a906-463f-463e-ad2c-540841b2c742"",
  ""type"": ""image"",
  ""primary"": false,
  ""variants"": [
    {
      ""identifier"": ""large"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/0508a906-463f-463e-ad2c-540841b2c742/85192_3_large.png"",
      ""width"": 1600,
      ""height"": 1200,
      ""size"": 0
    },
    {
      ""identifier"": ""small"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/0508a906-463f-463e-ad2c-540841b2c742/85192_3_small.png"",
      ""width"": 400,
      ""height"": 300,
      ""size"": 0
    },
    {
      ""identifier"": ""default"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/0508a906-463f-463e-ad2c-540841b2c742/85192_3_default.png"",
      ""width"": 1024,
      ""height"": 768,
      ""size"": 0
    }
  ]
}";RF P500-12P Punch subbox;Rockford Fosgate P500-12P / 30 cm Ported Powered Enclosure / Output Power 500 Watts RMS / Dimensions: 63 x 38 x 28/19 cm;"RF P500-12P Punch subbox ";;;;4289;ICE-RF-hjt;;
85195;rockford-fosgate;"{
  ""id"": ""3e8106cc-5033-491f-9a33-104dbb2aacaa"",
  ""type"": ""image"",
  ""primary"": true,
  ""variants"": [
    {
      ""identifier"": ""large"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/3e8106cc-5033-491f-9a33-104dbb2aacaa/85195_large.png"",
      ""width"": 1600,
      ""height"": 1200,
      ""size"": 0
    },
    {
      ""identifier"": ""small"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/3e8106cc-5033-491f-9a33-104dbb2aacaa/85195_small.png"",
      ""width"": 400,
      ""height"": 300,
      ""size"": 0
    },
    {
      ""identifier"": ""default"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/3e8106cc-5033-491f-9a33-104dbb2aacaa/85195_default.png"",
      ""width"": 1024,
      ""height"": 768,
      ""size"": 0
    }
  ]
}";RF PBR300X2 Punch BRT forstærker;Rockford Fosgate PBR300X2 / Class-brt 2-Channel Forstærker / 2 x 100/150 Watts/RMS @ 4/2 Ω / 1 x 300 Watts/RMS @ 4 Ω bridged / Frequency Response 20Hz-20kHz +/-3db / Dimensions: 108 x 39 x 172 mm;"RF PBR300X2 ";;;;2579;ICE-RF-amp;;
85215;rockford-fosgate;"{
  ""id"": ""2d769d35-f19d-4ccc-8209-1e1f6a3820bd"",
  ""type"": ""image"",
  ""primary"": true,
  ""variants"": [
    {
      ""identifier"": ""large"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/2d769d35-f19d-4ccc-8209-1e1f6a3820bd/85215_large.jpg"",
      ""width"": 1600,
      ""height"": 1200,
      ""size"": 0
    },
    {
      ""identifier"": ""small"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/2d769d35-f19d-4ccc-8209-1e1f6a3820bd/85215_small.jpg"",
      ""width"": 400,
      ""height"": 300,
      ""size"": 0
    },
    {
      ""identifier"": ""default"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/2d769d35-f19d-4ccc-8209-1e1f6a3820bd/85215_default.jpg"",
      ""width"": 1024,
      ""height"": 768,
      ""size"": 0
    }
  ]
},{
  ""id"": ""169dc0f8-2a78-4d45-ace4-acc1cc59d7e3"",
  ""type"": ""image"",
  ""primary"": false,
  ""variants"": [
    {
      ""identifier"": ""large"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/169dc0f8-2a78-4d45-ace4-acc1cc59d7e3/85215_large.png"",
      ""width"": 1600,
      ""height"": 1200,
      ""size"": 0
    },
    {
      ""identifier"": ""small"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/169dc0f8-2a78-4d45-ace4-acc1cc59d7e3/85215_small.png"",
      ""width"": 400,
      ""height"": 300,
      ""size"": 0
    },
    {
      ""identifier"": ""default"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/169dc0f8-2a78-4d45-ace4-acc1cc59d7e3/85215_default.png"",
      ""width"": 1024,
      ""height"": 768,
      ""size"": 0
    }
  ]
}";RF T400-4 Power forstærker;Rockford Fosgate T400-4 / Class-ab 4-Channel Forstærker / 4 x 60/100 Watts/RMS @ 4/2 Ω / 2 x 200 Watts/RMS @ 4 Ω bridged / Dimensions: 207 x 54 x 347 mm;RF T400-4;;;;3859;ICE-RF-amp;;
85220;rockford-fosgate;"{
  ""id"": ""eaeb1c8f-c33e-4d1f-bc10-c61e1ecdc84a"",
  ""type"": ""image"",
  ""primary"": true,
  ""variants"": [
    {
      ""identifier"": ""large"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/eaeb1c8f-c33e-4d1f-bc10-c61e1ecdc84a/85220_large.png"",
      ""width"": 1600,
      ""height"": 1200,
      ""size"": 0
    },
    {
      ""identifier"": ""small"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/eaeb1c8f-c33e-4d1f-bc10-c61e1ecdc84a/85220_small.png"",
      ""width"": 400,
      ""height"": 300,
      ""size"": 0
    },
    {
      ""identifier"": ""default"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/eaeb1c8f-c33e-4d1f-bc10-c61e1ecdc84a/85220_default.png"",
      ""width"": 1024,
      ""height"": 768,
      ""size"": 0
    }
  ]
}";RF T500X1 BR;Rockford Fosgate T500X1BR / Class-br Mono Forstærker / 1 x 175 Watts/RMS @ 4 Ω / 1 x 300 Watts/RMS @ 2 Ω / 1 x 500 Watts/RMS @ 1 Ω / Dimensions: 108 x 41 x 211 mm;RF T500X1 BR;;;;3219;ICE-RF-amp;;
85304;rockford-fosgate;"{
  ""id"": ""ce1ab9ba-e59a-4e9d-917f-12a3a0d0a2cd"",
  ""type"": ""image"",
  ""primary"": true,
  ""variants"": [
    {
      ""identifier"": ""large"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/ce1ab9ba-e59a-4e9d-917f-12a3a0d0a2cd/85304_large.png"",
      ""width"": 1600,
      ""height"": 1200,
      ""size"": 0
    },
    {
      ""identifier"": ""small"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/ce1ab9ba-e59a-4e9d-917f-12a3a0d0a2cd/85304_small.png"",
      ""width"": 400,
      ""height"": 300,
      ""size"": 0
    },
    {
      ""identifier"": ""default"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/ce1ab9ba-e59a-4e9d-917f-12a3a0d0a2cd/85304_default.png"",
      ""width"": 1024,
      ""height"": 768,
      ""size"": 0
    }
  ]
}";RF P1000X1BD;Rockford Fosgate P1000X1BD / Class-bd Mono Forstærker / 1 x 300/500/1000 Watts/RMS @ 4 /2/1 Ω / Highpass/Lowpass 50-250 Hz / Punch EQ 0-18 dB Bass Boost (45Hz) / Dimensions: 197 x 61 x 337 mm;RF P1000X1BD;;;;4829;ICE-RF-amp;;
85320;rockford-fosgate;"{
  ""id"": ""d5bd45da-c3cc-4073-b871-a0508f29bb24"",
  ""type"": ""image"",
  ""primary"": true,
  ""variants"": [
    {
      ""identifier"": ""large"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/d5bd45da-c3cc-4073-b871-a0508f29bb24/85320_large.jpg"",
      ""width"": 1600,
      ""height"": 1200,
      ""size"": 0
    },
    {
      ""identifier"": ""small"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/d5bd45da-c3cc-4073-b871-a0508f29bb24/85320_small.jpg"",
      ""width"": 400,
      ""height"": 300,
      ""size"": 0
    },
    {
      ""identifier"": ""default"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/d5bd45da-c3cc-4073-b871-a0508f29bb24/85320_default.jpg"",
      ""width"": 1024,
      ""height"": 768,
      ""size"": 0
    }
  ]
}";RF PEQ remote amp controle;Rockford Fosgate PEQ / Remote Punch EQ Controller (2007+ Amps) / Fjernstyret bas-/diskantforstærkning / 0dB til +18dB basforstærkning ved 45 Hz / 0dB til +12dB diskantboost @ 12,5 kHz / Bas/diskant-filtrering baseret på delefilterindstilling (HP-LP-AP) / Styrer bas på bagudgange på 4-kanals forstærkere / Monteres bekvemt under instrumentbrættet, inde i midterkonsollen eller handskerum / Inkluderer basknop, kabel, monteringsclips, monteringsskruer;RF PEQ;;;;329;ICE-RF-amp;1;
